Product_ID,Department,Product_Category,Price,Cost,Customer_Rating,Quantity_Sold,Inventory_Available,On_Promotion,Purchase_Method,Profit,Remaining_Inventory
H001017,Household,Paper Products,16.99,11.84,5.0,12,17,No,In-Store,61.79999999999998,5
H001018,Household,Paper Products,8.99,6.17,3.6,10,13,No,Pickup,28.200000000000003,3
F001019,Food,Beverages,11.07,10.07,4.6,108,168,Yes,Pickup,108.0,60
F001020,Food,Meat,4.79,3.55,3.7,54,88,No,Online,66.96000000000001,34
F001021,Food,Dairy,7.79,5.68,4.2,15,24,No,In-Store,31.650000000000006,9
H001022,Household,Kitchen Supplies,17.99,13.05,4.2,19,30,No,Online,93.85999999999996,11
H001023,Health & Beauty,Medications,45.99,29.32,4.6,3,11,No,Online,50.010000000000005,8
F001024,Food,Produce,9.99,7.82,4.3,7,9,No,In-Store,15.19,2
F001025,Food,Produce,8.29,6.25,2.7,6,9,No,Pickup,12.239999999999995,3
F001026,Food,Frozen Foods,9.3,8.3,4.3,34,65,Yes,In-Store,34.0,31
F001027,Food,Canned Goods,12.99,10.31,3.8,19,28,No,In-Store,50.919999999999995,9
H001028,Health & Beauty,Personal Care,28.49,19.28,3.2,5,14,No,In-Store,46.04999999999998,9
F001029,Food,Canned Goods,9.42,8.77,4.8,23,35,Yes,Pickup,14.950000000000008,12
F001030,Food,Frozen Foods,9.99,7.26,4.4,46,75,No,In-Store,125.58000000000001,29
F001031,Food,Meat,7.59,6.12,4.2,52,62,No,Online,76.43999999999998,10
F001032,Food,Frozen Foods,9.99,8.1,2.9,27,32,No,In-Store,51.030000000000015,5
H001033,Household,Home Decor,24.99,17.4,3.0,12,35,No,Pickup,91.08,23
H001034,Household,Cleaning Supplies,12.99,9.12,3.7,7,14,No,Pickup,27.090000000000007,7
H001035,Household,Cleaning Supplies,23.99,16.49,3.4,5,13,No,In-Store,37.5,8
F001036,Food,Meat,15.99,13.21,3.7,41,64,No,In-Store,113.97999999999998,23
F001037,Food,Bakery,1.28,1.47,4.5,195,231,Yes,In-Store,-37.04999999999999,36
F001038,Food,Snacks,13.99,11.44,4.0,16,25,No,In-Store,40.80000000000001,9
F001039,Food,Produce,8.5,7.74,4.7,44,87,Yes,In-Store,33.43999999999999,43
F001040,Food,Snacks,12.79,9.78,5.0,11,16,No,Pickup,33.11,5
H001041,Household,Kitchen Supplies,6.99,4.8,4.5,7,19,No,In-Store,15.330000000000002,12
F001042,Food,Produce,5.99,4.8,4.6,12,15,No,In-Store,14.280000000000005,3
H001043,Household,Paper Products,18.99,14.34,3.9,9,23,No,Online,41.84999999999999,14
H001044,Household,Home Decor,20.42,18.01,4.3,7,9,Yes,In-Store,16.87,2
H001045,Household,Cleaning Supplies,13.49,9.97,4.8,4,9,No,Online,14.079999999999998,5
H001046,Household,Home Decor,38.99,29.77,4.1,2,3,No,Pickup,18.440000000000005,1
F001047,Food,Bakery,4.99,3.59,4.9,42,50,No,Online,58.80000000000001,8
F001048,Food,Snacks,7.04,7.9,4.6,50,92,Yes,In-Store,-43.000000000000014,42
F001049,Food,Canned Goods,3.99,3.05,3.9,174,307,No,In-Store,163.56000000000006,133
H001050,Household,Paper Products,20.99,15.04,4.6,3,7,No,Pickup,17.849999999999998,4
H001051,Household,Kitchen Supplies,8.99,6.1,4.2,66,190,No,Pickup,190.74000000000004,124
H001052,Health & Beauty,Medications,30.99,21.12,4.3,9,15,No,Online,88.82999999999998,6
E001054,Electronics/General,Office Supplies,10.99,8.11,2.6,1,3,No,In-Store,2.880000000000001,2
H001056,Household,Paper Products,2.99,2.05,3.9,17,36,No,In-Store,15.980000000000008,19
F001057,Food,Meat,20.99,16.27,5.0,23,29,No,In-Store,108.55999999999997,6
H001058,Household,Laundry,12.99,8.81,4.5,25,66,No,In-Store,104.5,41
F001059,Food,Canned Goods,4.29,3.41,4.1,41,51,No,In-Store,36.08,10
H001060,Health & Beauty,Medications,37.99,26.43,4.7,2,5,No,Pickup,23.120000000000005,3
F001061,Food,Produce,5.1,4.56,4.8,86,107,Yes,In-Store,46.440000000000005,21
F001062,Food,Frozen Foods,3.99,3.19,4.2,25,34,No,Pickup,20.000000000000007,9
F001063,Food,Produce,9.49,7.81,3.9,35,53,No,In-Store,58.80000000000002,18
F001064,Food,Meat,2.6,2.3,4.4,155,186,Yes,Pickup,46.50000000000004,31
F001065,Food,Meat,14.79,10.58,2.8,39,58,No,In-Store,164.18999999999997,19
H001066,Household,Laundry,18.59,,3.2,7,18,No,Pickup,,11
F001067,Food,Dairy,12.99,9.93,4.7,8,11,No,In-Store,24.480000000000004,3
F001068,Food,Meat,12.79,10.64,3.9,6,7,No,Online,12.899999999999991,1
F001069,Food,Meat,1.79,1.34,3.4,14,17,No,In-Store,6.299999999999999,3
F001070,Food,Beverages,8.99,7.31,4.3,11,19,No,In-Store,18.480000000000008,8
E001071,Electronics/General,Electronics,99.99,70.78,5.0,5,13,No,Online,146.04999999999995,8
F001072,Food,Frozen Foods,12.34,11.3,4.3,32,43,Yes,In-Store,33.27999999999997,11
F001073,Food,Dairy,7.99,6.15,5.0,41,73,No,In-Store,75.44,32
H001074,Household,Kitchen Supplies,9.99,7.01,4.8,18,35,No,In-Store,53.64000000000001,17
H001075,Household,Kitchen Supplies,14.99,10.84,3.8,6,14,No,Online,24.900000000000002,8
F001076,Food,Canned Goods,5.99,4.59,3.9,28,54,No,In-Store,39.20000000000001,26
F001077,Food,Meat,2.99,2.14,4.7,98,194,No,In-Store,83.30000000000001,96
F001078,Food,Bakery,6.99,5.22,3.8,20,29,No,In-Store,35.400000000000006,9
F001079,Food,Canned Goods,10.77,9.43,5.0,8,13,Yes,In-Store,10.719999999999999,5
H001081,Health & Beauty,Cosmetics,41.99,27.77,3.4,3,9,No,Pickup,42.66000000000001,6
F001082,Food,Bakery,11.99,9.37,4.7,11,13,No,In-Store,28.82000000000001,2
E001083,Electronics/General,Electronics,148.59,111.83,4.4,1,2,No,In-Store,36.760000000000005,1
F001084,Food,Meat,17.99,14.62,4.6,12,17,No,In-Store,40.43999999999999,5
H001085,Health & Beauty,Cosmetics,17.99,11.9,5.0,9,14,No,In-Store,54.80999999999998,5
F001086,Food,Bakery,9.91,8.63,3.7,26,30,Yes,In-Store,33.27999999999999,4
H001087,Health & Beauty,Hair Care,27.99,19.04,,1,3,No,In-Store,8.95,2
F001088,Food,Beverages,3.99,2.91,4.5,96,146,No,Pickup,103.68,50
F001089,Food,Canned Goods,2.99,2.47,3.7,8,15,No,Pickup,4.16,7
H001090,Health & Beauty,Personal Care,8.99,6.05,5.0,15,48,No,Online,44.10000000000001,33
F001091,Food,Frozen Foods,12.59,10.48,5.0,14,17,No,In-Store,29.539999999999992,3
F001092,Food,Meat,21.99,16.02,4.2,26,51,No,Pickup,155.21999999999997,25
H001093,Household,Kitchen Supplies,18.99,13.22,4.3,3,6,No,Pickup,17.309999999999995,3
H001094,Household,Home Decor,22.99,15.78,3.6,11,14,No,Pickup,79.30999999999999,3
H001095,Household,Home Decor,23.68,20.69,5.0,18,49,Yes,In-Store,53.81999999999997,31
F001096,Food,Produce,2.99,2.4,4.3,73,98,No,In-Store,43.07000000000002,25
H001098,Household,Cleaning Supplies,24.99,19.09,5.0,4,7,No,Online,23.599999999999994,3
H001099,Health & Beauty,Hair Care,7.79,5.43,3.8,7,12,No,Online,16.520000000000003,5
F001100,Food,Dairy,2.99,2.28,4.0,3,4,No,In-Store,2.1300000000000012,1
F001101,Food,Meat,20.99,16.1,3.6,6,7,No,In-Store,29.339999999999982,1
H001102,Household,Kitchen Supplies,14.99,11.48,2.9,16,39,No,In-Store,56.16,23
H001103,Health & Beauty,Medications,17.99,11.62,5.0,5,13,No,In-Store,31.849999999999994,8
F001104,Food,Dairy,9.79,7.24,5.0,8,14,No,In-Store,20.39999999999999,6
H001105,Household,Home Decor,11.49,7.96,4.1,59,107,No,In-Store,208.27,48
F001107,Food,Dairy,6.79,5.15,5.0,53,88,No,Pickup,86.91999999999999,35
H001108,Health & Beauty,Hair Care,6.17,5.74,4.0,13,24,Yes,Online,5.589999999999996,11
F001109,Food,Frozen Foods,7.49,5.94,3.6,10,13,No,In-Store,15.499999999999998,3
H001110,Health & Beauty,Hair Care,15.99,11.37,2.8,19,51,No,In-Store,87.78000000000002,32
F001111,Food,Meat,21.99,18.16,4.0,13,24,No,Pickup,49.78999999999998,11
H001112,Household,Kitchen Supplies,20.59,14.94,3.9,12,19,No,In-Store,67.80000000000001,7
F001113,Food,Produce,3.99,3.0,3.9,95,179,No,In-Store,94.05000000000003,84
H001115,Household,Laundry,17.99,12.99,,1,2,No,In-Store,4.999999999999998,1
F001116,Food,Produce,6.99,5.59,3.7,11,18,No,In-Store,15.400000000000004,7
F001117,Food,Bakery,5.59,4.28,3.2,24,37,No,In-Store,31.43999999999999,13
H001118,Health & Beauty,Medications,42.79,30.09,5.0,7,14,No,Online,88.89999999999999,7
H001119,Household,Laundry,11.99,8.04,4.2,6,12,No,In-Store,23.700000000000006,6
F001120,Food,Produce,13.99,11.14,5.0,14,15,No,In-Store,39.89999999999999,1
H001121,Health & Beauty,Cosmetics,3.81,3.37,3.6,46,100,Yes,In-Store,20.24,54
F001122,Food,Canned Goods,8.99,6.78,3.3,14,20,No,In-Store,30.939999999999998,6
H001124,Household,Kitchen Supplies,20.99,15.13,3.2,2,5,No,In-Store,11.719999999999995,3
F001126,Food,Beverages,10.99,8.42,4.6,4,5,No,Pickup,10.280000000000001,1
H001127,Household,Kitchen Supplies,8.99,6.12,2.9,19,54,No,Pickup,54.53,35
H001128,Household,Home Decor,39.99,28.51,4.0,6,12,No,In-Store,68.88,6
H001129,Household,Laundry,23.99,18.39,3.5,1,2,No,In-Store,5.599999999999998,1
F001130,Food,Canned Goods,12.99,9.65,3.9,7,10,No,Pickup,23.38,3
H001131,Household,Paper Products,12.99,8.86,3.9,55,76,No,Pickup,227.15000000000003,21
F001132,Food,Canned Goods,12.99,10.48,3.4,18,27,No,In-Store,45.17999999999999,9
F001133,Food,Dairy,6.99,5.15,4.3,25,34,No,Pickup,46.0,9
F001134,Food,Dairy,2.99,2.33,5.0,20,28,No,In-Store,13.200000000000003,8
H001135,Health & Beauty,Cosmetics,35.99,23.31,3.1,1,3,No,Online,12.680000000000003,2
F001136,Food,Beverages,7.31,6.75,4.6,71,131,Yes,In-Store,39.75999999999997,60
H001137,Health & Beauty,Medications,42.59,29.47,3.2,4,7,No,Online,52.48000000000002,3
H001138,Health & Beauty,Hair Care,28.99,19.22,2.8,3,8,No,Online,29.31,5
F001139,Food,Snacks,14.99,10.94,4.9,6,7,No,Pickup,24.300000000000004,1
H001140,Household,Home Decor,34.99,26.21,4.0,2,3,No,Pickup,17.560000000000002,1
H001141,Household,Cleaning Supplies,16.99,12.3,3.8,8,20,No,Pickup,37.51999999999998,12
F001142,Food,Canned Goods,13.99,10.8,4.7,30,41,No,Pickup,95.69999999999999,11
H001143,Household,Kitchen Supplies,19.99,13.52,2.6,15,37,No,In-Store,97.04999999999998,22
H001144,Health & Beauty,Medications,38.79,24.26,3.5,7,11,No,Online,101.70999999999998,4
F001145,Food,Beverages,13.99,10.67,3.8,9,12,No,Pickup,29.880000000000003,3
H001146,Household,Cleaning Supplies,16.49,11.94,4.7,17,43,No,Pickup,77.34999999999998,26
F001147,Food,Canned Goods,3.38,3.92,4.1,54,80,Yes,In-Store,-29.160000000000004,26
F001148,Food,Snacks,8.46,7.42,,29,49,Yes,In-Store,30.160000000000025,20
H001149,Health & Beauty,Cosmetics,30.99,19.47,3.8,7,14,No,In-Store,80.64,7
F001150,Food,Bakery,7.99,6.61,4.2,37,61,No,Pickup,51.059999999999995,24
F001151,Food,Dairy,16.99,13.53,5.0,4,5,No,In-Store,13.839999999999996,1
F001152,Food,Frozen Foods,12.79,9.15,4.9,11,16,No,In-Store,40.039999999999985,5
H001153,Health & Beauty,Medications,24.99,17.3,3.4,12,36,No,Online,92.27999999999997,24
F001154,Food,Beverages,13.59,10.34,4.3,26,30,No,In-Store,84.5,4
F001155,Food,Bakery,1.99,1.58,3.9,14,17,No,In-Store,5.739999999999998,3
H001156,Household,Home Decor,6.99,5.35,4.2,6,7,No,In-Store,9.840000000000003,1
F001157,Food,Canned Goods,11.99,8.59,4.3,7,9,No,In-Store,23.800000000000004,2
F001158,Food,Beverages,13.99,10.53,4.9,26,51,No,In-Store,89.96000000000002,25
H001159,Household,Cleaning Supplies,7.99,5.94,4.3,7,18,No,Pickup,14.349999999999998,11
F001160,Food,Produce,12.99,9.28,4.5,20,24,No,In-Store,74.20000000000002,4
H001161,Health & Beauty,Personal Care,7.99,5.67,3.9,7,22,No,In-Store,16.240000000000002,15
E001162,Electronics/General,Toys,60.99,46.13,4.1,7,23,No,Online,104.02,16
E001163,Electronics/General,Office Supplies,4.49,3.13,4.5,3,6,No,Online,4.080000000000001,3
F001164,Food,Bakery,3.99,2.92,4.0,30,53,No,In-Store,32.10000000000001,23
F001165,Food,Bakery,3.99,2.87,3.4,34,41,No,In-Store,38.080000000000005,7
F001166,Food,Meat,15.99,12.68,4.3,59,90,No,In-Store,195.29000000000002,31
F001167,Food,Beverages,4.29,3.1,3.8,23,27,No,In-Store,27.369999999999997,4
F001168,Food,Snacks,2.78,2.42,3.7,53,91,Yes,In-Store,19.079999999999995,38
H001169,Health & Beauty,Hair Care,19.99,12.75,5.0,21,43,No,In-Store,152.03999999999996,22
H001170,Household,Laundry,17.99,12.88,4.9,5,6,No,In-Store,25.54999999999999,1
F001171,Food,Canned Goods,10.99,8.01,5.0,22,33,No,In-Store,65.56,11
F001172,Food,Produce,9.54,8.61,4.1,45,67,Yes,In-Store,41.84999999999999,22
H001174,Household,Paper Products,12.99,9.13,3.4,7,13,No,Pickup,27.019999999999996,6
F001175,Food,Frozen Foods,3.0,2.78,3.6,143,215,Yes,In-Store,31.46000000000003,72
E001176,Electronics/General,Seasonal,111.99,79.23,2.8,1,2,No,Pickup,32.75999999999999,1
F001177,Food,Bakery,2.29,1.65,4.5,27,43,No,In-Store,17.280000000000005,16
H001178,Household,Home Decor,12.99,8.74,4.7,9,12,No,In-Store,38.25,3
E001179,Electronics/General,Seasonal,13.99,9.44,4.2,9,22,No,Online,40.95,13
H001180,Household,Kitchen Supplies,4.99,3.52,3.8,30,82,No,In-Store,44.10000000000001,52
F001181,Food,Beverages,9.28,8.16,4.6,114,208,Yes,In-Store,127.67999999999991,94
F001182,Food,Beverages,2.99,2.2,3.9,177,341,No,Pickup,139.83,164
F001183,Food,Frozen Foods,0.91,1.06,3.6,104,124,Yes,In-Store,-15.600000000000001,20
H001184,Household,Cleaning Supplies,5.99,4.19,5.0,18,53,No,Online,32.4,35
F001185,Food,Canned Goods,1.99,1.57,4.0,19,24,No,In-Store,7.979999999999999,5
F001186,Food,Canned Goods,2.59,1.85,4.1,30,53,No,In-Store,22.199999999999992,23
H001187,Household,Home Decor,16.79,11.49,4.1,5,7,No,Online,26.499999999999993,2
F001188,Food,Bakery,4.33,5.12,4.5,90,162,Yes,In-Store,-71.10000000000001,72
F001190,Food,Dairy,6.99,5.21,4.4,18,25,No,Online,32.040000000000006,7
H001191,Household,Kitchen Supplies,4.99,3.52,4.3,14,38,No,Online,20.580000000000002,24
H001192,Household,Home Decor,19.59,13.22,4.9,13,25,No,Pickup,82.80999999999999,12
F001193,Food,Snacks,2.54,2.42,3.4,378,542,Yes,In-Store,45.36000000000004,164
H001194,Household,Kitchen Supplies,18.99,13.78,3.6,22,62,No,In-Store,114.61999999999998,40
H001195,Health & Beauty,Hair Care,23.99,15.04,4.7,8,24,No,Pickup,71.6,16
F001196,Food,Dairy,10.49,7.89,4.6,18,23,No,Pickup,46.80000000000001,5
F001197,Food,Dairy,6.99,5.74,4.9,7,10,No,In-Store,8.75,3
F001198,Food,Dairy,16.99,13.16,3.7,6,10,No,In-Store,22.97999999999999,4
F001199,Food,Bakery,7.99,6.02,4.8,12,23,No,Pickup,23.640000000000008,11
F001200,Food,Dairy,8.79,6.34,5.0,5,6,No,Pickup,12.249999999999996,1
F001201,Food,Frozen Foods,3.99,3.09,4.6,22,38,No,In-Store,19.800000000000008,16
H001202,Health & Beauty,Medications,28.99,18.37,3.8,5,15,No,Online,53.09999999999999,10
H001203,Household,Kitchen Supplies,15.99,12.02,4.3,8,18,No,In-Store,31.760000000000005,10
E001204,Electronics/General,Toys,54.39,49.46,3.8,3,12,Yes,In-Store,14.79,9
H001205,Health & Beauty,Cosmetics,21.99,14.36,3.5,18,32,No,In-Store,137.33999999999997,14
H001206,Household,Paper Products,17.49,12.46,3.9,13,32,No,In-Store,65.38999999999997,19
F001207,Food,Meat,17.18,15.64,4.0,26,40,Yes,In-Store,40.03999999999998,14
H001208,Health & Beauty,Cosmetics,29.99,19.7,3.6,1,2,No,Online,10.29,1
E001209,Electronics/General,Office Supplies,61.99,42.13,3.0,1,4,No,Online,19.86,3
H001210,Household,Laundry,4.49,3.4,3.1,55,155,No,In-Store,59.95000000000002,100
F001211,Food,Canned Goods,1.99,1.54,5.0,18,35,No,In-Store,8.1,17
F001212,Food,Canned Goods,3.59,2.95,3.7,56,86,No,In-Store,35.83999999999998,30
F001213,Food,Dairy,2.99,2.28,3.9,17,22,No,In-Store,12.070000000000007,5
H001214,Health & Beauty,Cosmetics,41.99,29.26,3.6,8,12,No,In-Store,101.84,4
H001215,Household,Laundry,18.99,12.75,3.2,10,26,No,Online,62.399999999999984,16
H001216,Health & Beauty,Hair Care,5.49,3.6,4.1,10,24,No,Online,18.900000000000002,14
F001217,Food,Dairy,4.99,4.13,4.9,7,11,No,Online,6.020000000000002,4
F001218,Food,Beverages,2.99,2.4,4.8,49,97,No,Pickup,28.910000000000014,48
H001219,Household,Kitchen Supplies,8.99,6.59,4.3,8,22,No,Pickup,19.200000000000003,14
H001220,Health & Beauty,Personal Care,12.99,8.98,4.8,1,2,No,Online,4.01,1
F001223,Food,Bakery,5.79,4.61,3.9,31,44,No,In-Store,36.57999999999999,13
H001224,Household,Laundry,12.99,8.94,3.6,5,10,No,Online,20.250000000000004,5
H001225,Household,Laundry,10.09,8.8,4.7,73,151,Yes,In-Store,94.16999999999993,78
F001226,Food,Snacks,12.29,9.38,4.1,13,21,No,In-Store,37.82999999999998,8
F001227,Food,Bakery,9.99,7.68,3.8,47,67,No,In-Store,108.57000000000002,20
F001228,Food,Meat,11.33,10.62,4.8,47,64,Yes,In-Store,33.37000000000004,17
H001229,Health & Beauty,Cosmetics,18.99,12.6,3.7,18,55,No,Online,115.01999999999998,37
F001230,Food,Dairy,17.99,13.52,3.9,14,27,No,In-Store,62.579999999999984,13
H001232,Household,Home Decor,17.99,12.93,4.0,18,53,No,In-Store,91.07999999999998,35
F001233,Food,Canned Goods,5.61,5.29,4.2,94,139,Yes,In-Store,30.080000000000027,45
H001234,Health & Beauty,Cosmetics,19.79,13.29,3.9,8,23,No,Pickup,52.0,15
F001235,Food,Canned Goods,12.99,9.98,4.2,16,23,No,In-Store,48.16,7
F001236,Food,Produce,6.99,5.2,4.0,27,35,No,In-Store,48.33,8
F001237,Food,Beverages,13.99,10.74,4.2,14,21,No,In-Store,45.5,7
H001238,Health & Beauty,Medications,22.79,15.06,3.6,3,5,No,In-Store,23.189999999999998,2
H001239,Health & Beauty,Medications,14.79,10.4,3.6,5,9,No,Pickup,21.949999999999996,4
F001240,Food,Meat,18.94,16.87,3.7,38,75,Yes,In-Store,78.66000000000001,37
H001241,Health & Beauty,Hair Care,27.99,17.91,3.5,17,40,No,Online,171.35999999999996,23
H001242,Health & Beauty,Hair Care,23.29,15.01,3.8,4,8,No,In-Store,33.12,4
F001243,Food,Dairy,5.99,4.73,4.1,32,62,No,In-Store,40.31999999999999,30
F001244,Food,Canned Goods,9.99,7.68,4.9,10,12,No,Pickup,23.100000000000005,2
F001245,Food,Meat,15.99,12.69,4.8,9,17,No,Online,29.700000000000006,8
F001246,Food,Frozen Foods,1.99,1.56,3.5,24,40,No,Pickup,10.319999999999999,16
H001247,Household,Kitchen Supplies,16.99,12.59,4.4,3,6,No,Online,13.199999999999996,3
F001248,Food,Canned Goods,1.99,1.58,4.8,41,78,No,In-Store,16.809999999999995,37
H001249,Health & Beauty,Cosmetics,24.79,16.9,4.0,7,22,No,Pickup,55.230000000000004,15
H001250,Health & Beauty,Hair Care,16.9,15.0,4.1,10,24,Yes,Online,18.999999999999986,14
H001251,Household,Laundry,11.62,11.04,4.2,16,21,Yes,In-Store,9.280000000000001,5
H001252,Household,Home Decor,31.59,22.54,3.9,4,8,No,In-Store,36.2,4
H001253,Household,Paper Products,9.99,7.37,4.0,10,24,No,Online,26.200000000000003,14
F001254,Food,Canned Goods,2.99,2.45,4.8,15,23,No,In-Store,8.100000000000001,8
F001256,Food,Bakery,2.99,2.3,4.5,30,50,No,In-Store,20.70000000000001,20
F001257,Food,Frozen Foods,9.9,9.35,3.8,67,109,Yes,In-Store,36.85000000000005,42
F001258,Food,Canned Goods,10.99,8.27,4.5,97,188,No,Pickup,263.8400000000001,91
F001259,Food,Dairy,3.99,2.88,3.6,29,55,No,In-Store,32.19000000000001,26
F001260,Food,Beverages,6.49,4.89,5.0,23,41,No,In-Store,36.80000000000001,18
F001261,Food,Snacks,7.78,7.22,4.3,106,210,Yes,In-Store,59.360000000000056,104
E001262,Electronics/General,Electronics,120.99,83.98,5.0,1,2,No,Online,37.00999999999999,1
F001263,Food,Snacks,1.99,1.5,3.9,61,116,No,Pickup,29.89,55
F001264,Food,Frozen Foods,5.99,4.39,3.8,18,30,No,In-Store,28.80000000000001,12
F001265,Food,Frozen Foods,2.49,1.83,3.9,68,125,No,In-Store,44.88000000000001,57
H001266,Household,Kitchen Supplies,17.29,11.71,3.7,4,9,No,Pickup,22.319999999999993,5
H001267,Health & Beauty,Medications,41.99,27.66,4.6,9,18,No,Pickup,128.97000000000003,9
H001268,Health & Beauty,Medications,25.79,16.24,4.7,6,12,No,In-Store,57.300000000000004,6
E001271,Electronics/General,Electronics,141.99,107.24,4.6,1,3,No,In-Store,34.750000000000014,2
H001272,Health & Beauty,Cosmetics,17.59,11.77,3.5,12,22,No,In-Store,69.84,10
F001273,Food,Frozen Foods,2.61,2.29,4.0,59,72,Yes,Pickup,18.879999999999992,13
H001274,Health & Beauty,Cosmetics,36.99,25.98,4.1,1,2,No,In-Store,11.010000000000002,1
F001275,Food,Meat,12.13,14.33,3.5,30,58,Yes,In-Store,-65.99999999999997,28
F001276,Food,Meat,21.99,16.05,4.7,5,6,No,In-Store,29.69999999999999,1
F001277,Food,Bakery,4.97,5.28,4.8,88,145,Yes,In-Store,-27.280000000000044,57
F001278,Food,Produce,7.95,7.19,3.6,53,104,Yes,In-Store,40.27999999999999,51
F001279,Food,Frozen Foods,10.79,7.82,3.8,19,25,No,In-Store,56.42999999999998,6
H001280,Health & Beauty,Hair Care,18.99,13.07,4.4,3,7,No,Online,17.759999999999994,4
E001281,Electronics/General,Electronics,14.99,,4.3,1,2,No,Online,,1
F001282,Food,Frozen Foods,12.49,9.22,4.1,13,20,No,Pickup,42.50999999999999,7
F001283,Food,Produce,11.99,9.81,4.4,8,9,No,In-Store,17.439999999999998,1
F001284,Food,Bakery,1.99,1.5,4.3,22,29,No,In-Store,10.78,7
F001285,Food,Frozen Foods,12.07,10.97,3.8,39,75,Yes,Pickup,42.899999999999984,36
E001286,Electronics/General,Seasonal,49.99,36.66,2.9,34,129,No,Pickup,453.2200000000002,95
H001287,Household,Cleaning Supplies,17.99,13.72,4.5,19,52,No,Pickup,81.12999999999995,33
H001288,Health & Beauty,Cosmetics,40.99,27.05,4.0,8,13,No,In-Store,111.52000000000001,5
H001289,Household,Laundry,5.99,4.04,3.1,31,80,No,In-Store,60.45,49
H001290,Health & Beauty,Personal Care,5.99,3.86,3.9,14,25,No,Pickup,29.820000000000004,11
F001291,Food,Canned Goods,9.13,8.04,3.6,47,81,Yes,In-Store,51.230000000000075,34
H001292,Household,Laundry,4.29,3.02,5.0,33,61,No,In-Store,41.910000000000004,28
E001293,Electronics/General,Toys,16.49,11.65,4.1,3,13,No,In-Store,14.519999999999994,10
H001294,Health & Beauty,Personal Care,9.29,6.5,5.0,4,9,No,In-Store,11.159999999999997,5
F001295,Food,Snacks,6.89,6.27,4.5,18,26,Yes,In-Store,11.160000000000002,8
F001296,Food,Meat,15.99,12.75,4.4,2,3,No,In-Store,6.48,1
F001297,Food,Snacks,4.08,4.53,4.4,156,260,Yes,In-Store,-70.20000000000003,104
F001298,Food,Frozen Foods,2.99,2.21,3.3,80,144,No,In-Store,62.40000000000002,64
F001299,Food,Bakery,5.99,4.34,5.0,19,28,No,In-Store,31.35000000000001,9
F001300,Food,Canned Goods,7.99,6.24,4.8,13,21,No,Pickup,22.75,8
F001301,Food,Meat,22.99,18.36,4.1,2,3,No,In-Store,9.259999999999998,1
F001302,Food,Snacks,2.99,2.23,3.8,201,399,No,Pickup,152.76000000000005,198
F001303,Food,Meat,7.99,5.97,4.2,32,42,No,Online,64.64000000000001,10
F001304,Food,Canned Goods,2.99,2.44,5.0,41,46,No,Pickup,22.55000000000001,5
F001305,Food,Canned Goods,10.49,8.58,3.6,88,139,No,In-Store,168.08,51
F001306,Food,Meat,8.51,7.58,4.9,47,74,Yes,In-Store,43.70999999999999,27
H001307,Health & Beauty,Cosmetics,15.49,10.37,4.4,25,77,No,In-Store,128.00000000000003,52
F001308,Food,Frozen Foods,8.99,6.59,4.3,23,45,No,Pickup,55.20000000000001,22
F001309,Food,Bakery,2.85,3.26,5.0,253,402,Yes,Pickup,-103.72999999999992,149
F001310,Food,Meat,2.79,2.08,,6,7,No,Pickup,4.26,1
H001311,Health & Beauty,Medications,25.99,16.47,4.4,2,5,No,Pickup,19.04,3
